title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
GN-Banking-Data AI-Analyst,Accenture,Data Analyst,Bengaluru,On-site,3-8 Yrs,3,8,5.5,Not disclosed,"Experience with data integration and governance, preferably from data warehousing and m...","ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence",https://www.naukri.com/job-listings-gn-banking-data-ai-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-160226914895,"Experience with data integration and governance, preferably from data warehousing and m... ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence",[],8,"['ai', 'python', 'project management', 'data analytics', 'oracle', 'data warehousing', 'process improvement', 'business intelligence']","ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence"
S&C GN - Data&AI - Resources -  Analyst,Accenture,Data Analyst,Bengaluru,On-site,4-8 Yrs,4,8,6.0,Not disclosed,,"python, data analysis, machine learning, artificial intelligence, sql, data analytics, natural language processing, data mining",https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-100226941537,,[],8,"['python', 'data analysis', 'machine learning', 'artificial intelligence', 'sql', 'data analytics', 'natural language processing', 'data mining']","python, data analysis, machine learning, artificial intelligence, sql, data analytics, natural language processing, data mining"
Data Analyst,Mindsprint,Data Analyst,Chennai,On-site,4-7 Yrs,4,7,5.5,Not disclosed,Graduate with minimum 5 years of experience or qualified professional with 5+ years of ...,"data analyst, power bi, data analysis, data visualization, data cleansing, data analytics, analysis, cleansing",https://www.naukri.com/job-listings-data-analyst-mindsprint-chennai-4-to-7-years-130226010296,"Graduate with minimum 5 years of experience or qualified professional with 5+ years of ... data analyst, power bi, data analysis, data visualization, data cleansing, data analytics, analysis, cleansing",[],8,"['data analyst', 'power bi', 'data analysis', 'data visualization', 'data cleansing', 'data analytics', 'analysis', 'cleansing']","data analyst, power bi, data analysis, data visualization, data cleansing, data analytics, analysis, cleansing"
GN-Banking-Data AI-Analyst,Accenture,Data Analyst,Bengaluru,On-site,3-8 Yrs,3,8,5.5,Not disclosed,"Experience with data integration and governance, preferably from data warehousing and m...","ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence",https://www.naukri.com/job-listings-gn-banking-data-ai-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-160226914861,"Experience with data integration and governance, preferably from data warehousing and m... ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence",[],8,"['ai', 'python', 'project management', 'data analytics', 'oracle', 'data warehousing', 'process improvement', 'business intelligence']","ai, python, project management, data analytics, oracle, data warehousing, process improvement, business intelligence"
Data Analyst,Indovision Services,Data Analyst,Pune,On-site,4-6 Yrs,4,6,5.0,Not disclosed,Job Title: Data Analyst Finance Domain  Location: Pune Experience Required: 4 6 Years I...,"waste management, international operations, analytical, finance, strategic planning, data integrity, business strategy, stakeholder management",https://www.naukri.com/job-listings-data-analyst-indovision-services-pune-4-to-6-years-180226501556,"Job Title: Data Analyst Finance Domain  Location: Pune Experience Required: 4 6 Years I... waste management, international operations, analytical, finance, strategic planning, data integrity, business strategy, stakeholder management",[],8,"['waste management', 'international operations', 'analytical', 'finance', 'strategic planning', 'data integrity', 'business strategy', 'stakeholder management']","waste management, international operations, analytical, finance, strategic planning, data integrity, business strategy, stakeholder management"
Data Analyst,Cornerstone,Data Analyst,Pune,On-site,7-12 Yrs,7,12,9.5,Not disclosed,. We are seeking an experienced Data Analyst to join our Enterprise Data Management tea...,"data analysis, enterprise applications, process improvement, data governance, data quality, data analyst, sql, data extraction",https://www.naukri.com/job-listings-data-analyst-cornerstone-on-demand-pune-7-to-12-years-190226501887,". We are seeking an experienced Data Analyst to join our Enterprise Data Management tea... data analysis, enterprise applications, process improvement, data governance, data quality, data analyst, sql, data extraction",[],8,"['data analysis', 'enterprise applications', 'process improvement', 'data governance', 'data quality', 'data analyst', 'sql', 'data extraction']","data analysis, enterprise applications, process improvement, data governance, data quality, data analyst, sql, data extraction"
Data Analyst/ML Architect,AIT Global,Data Analyst,Remote,Remote,6-10 Yrs,6,10,8.0,Not disclosed,"Required Technical Skills: . Azure Data Platform: Data Factory, Data Lake Gen2, Databri...","anomaly detection, feature engineering, ml flow, data bricks, sql, datafactory, data lake gen2, applied ml",https://www.naukri.com/job-listings-data-analyst-ml-architect-ait-global-pune-6-to-10-years-170226023368,"Required Technical Skills: . Azure Data Platform: Data Factory, Data Lake Gen2, Databri... anomaly detection, feature engineering, ml flow, data bricks, sql, datafactory, data lake gen2, applied ml",[],8,"['anomaly detection', 'feature engineering', 'ml flow', 'data bricks', 'sql', 'datafactory', 'data lake gen2', 'applied ml']","anomaly detection, feature engineering, ml flow, data bricks, sql, datafactory, data lake gen2, applied ml"
Regulatory Data Analyst IDMP/Xevmpd,Quantum Integrators,Data Analyst,Nagpur,On-site,5-10 Yrs,5,10,7.5,Not disclosed,Knowledge of XEVMPD (EudraVigilance) preferredBusiness analysis & functional requiremen...,"xevmpd, idmp, identification of medical product, regulatory compliance, regulatory, compliance, data, data analysis",https://www.naukri.com/job-listings-regulatory-data-analyst-idmp-xevmpd-quantum-integrators-nagpur-pune-5-to-10-years-190226016628,"Knowledge of XEVMPD (EudraVigilance) preferredBusiness analysis & functional requiremen... xevmpd, idmp, identification of medical product, regulatory compliance, regulatory, compliance, data, data analysis",[],8,"['xevmpd', 'idmp', 'identification of medical product', 'regulatory compliance', 'regulatory', 'compliance', 'data', 'data analysis']","xevmpd, idmp, identification of medical product, regulatory compliance, regulatory, compliance, data, data analysis"
Data Analyst,Naukri Expert Assist,Data Analyst,Hyderabad,On-site,2-4 Yrs,2,4,3.0,3-6 Lacs PA,"Provide expert-level support on data analysis projects, ensuring timely delivery of hig...","data analysis, power bi, tableau, data analytics, analytics, bi, analysis, data",https://www.naukri.com/job-listings-data-analyst-naukri-expert-assist-hyderabad-2-to-4-years-120226006307,"Provide expert-level support on data analysis projects, ensuring timely delivery of hig... data analysis, power bi, tableau, data analytics, analytics, bi, analysis, data",[],8,"['data analysis', 'power bi', 'tableau', 'data analytics', 'analytics', 'bi', 'analysis', 'data']","data analysis, power bi, tableau, data analytics, analytics, bi, analysis, data"
Data Analyst,Ukvalley Technologies,Data Analyst,Nashik,On-site,1-3 Yrs,1,3,2.0,Not disclosed,Required Skills  . Good communication and presentation skills Hands-on experience in da...,"basic, data analysis, data validation, excel, analytical, data analyst, analytics, analysis",https://www.naukri.com/job-listings-data-analyst-ukvalley-technologies-nashik-1-to-3-years-210226500318,"Required Skills  . Good communication and presentation skills Hands-on experience in da... basic, data analysis, data validation, excel, analytical, data analyst, analytics, analysis",[],8,"['basic', 'data analysis', 'data validation', 'excel', 'analytical', 'data analyst', 'analytics', 'analysis']","basic, data analysis, data validation, excel, analytical, data analyst, analytics, analysis"
Data Analyst,Osfin,Data Analyst,Kolkata,On-site,3-5 Yrs,3,5,4.0,8-11 Lacs PA,"you will: Design, develop, and optimize complex SQL queries to extract, transform, and ...","data analysis, advanced excel, database development, sql, analysis, data, development, excel",https://www.naukri.com/job-listings-data-analyst-qikrecruit-kolkata-pune-bengaluru-mumbai-all-areas-mangalore-3-to-5-years-241125031735,"you will: Design, develop, and optimize complex SQL queries to extract, transform, and ... data analysis, advanced excel, database development, sql, analysis, data, development, excel",[],8,"['data analysis', 'advanced excel', 'database development', 'sql', 'analysis', 'data', 'development', 'excel']","data analysis, advanced excel, database development, sql, analysis, data, development, excel"
Data Analyst Course,Eduluk,Data Analyst,New Delhi,On-site,0-3 Yrs,0,3,1.5,Not disclosed,Eduluk is looking for Data Analyst Course to join our dynamic team and embark on a rewa...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",https://www.naukri.com/job-listings-data-analyst-course-eduluk-new-delhi-0-to-3-years-240725503929,"Eduluk is looking for Data Analyst Course to join our dynamic team and embark on a rewa... master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",[],8,"['master data', 'metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration']","master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data analyst,Inginit,Data Analyst,Mumbai,On-site,0-3 Yrs,0,3,1.5,Not disclosed,Inginit is looking for Data analyst to join our dynamic team and embark on a rewarding ...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",https://www.naukri.com/job-listings-data-analyst-inginit-mumbai-0-to-3-years-020925501272,"Inginit is looking for Data analyst to join our dynamic team and embark on a rewarding ... master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",[],8,"['master data', 'metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration']","master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Legistify,Data Analyst,Gurugram,On-site,0-1 Yrs,0,1,0.5,Not disclosed,Legistify is looking for Data Analyst to join our dynamic team and embark on a rewardin...,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",https://www.naukri.com/job-listings-data-analyst-legistify-gurugram-0-to-1-years-221124503733,"Legistify is looking for Data Analyst to join our dynamic team and embark on a rewardin... metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",[],8,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
